Designator,Mid X,Mid Y,Rotation,Layer
A2,122.245,-149.07,0.0,top
J1,86.36,-134.33,270.0,top
J10,92.06,-162.23,270.0,top
J2,103.34,-134.33,270.0,top
J3,120.46,-134.33,270.0,top
J4,145.14,-134.27,270.0,top
J5,145.26,-145.87,270.0,top
J6,120.46,-145.53,270.0,top
J7,103.36,-145.53,270.0,top
J8,86.46,-145.53,270.0,top
J9,111.26,-161.93,270.0,top
