Designator,Mid X,Mid Y,Rotation,Layer
D1,136.0795,-79.6,0.0,bottom
D2,128.17,-79.45,0.0,top
J3,135.94,-54.47,270.0,top
R1,142.47,-67.25,90.0,top
R2,138.27,-67.25,90.0,top
R3,134.07,-67.3,90.0,top
R4,129.57,-67.3,90.0,top
